traveller_id,wt_css_o,wt_css_d,cs_duration,walking_duration,public_duration,bicycling_duration,driving_duration,cs_distance,walking_distance,public_distance,bicycling_distance,driving_distance
t193,8 mins,2 mins,5 mins,17 mins,11 mins,6 mins,6 mins,0.9 km,1.2 km,1.3 km,1.2 km,1.2 km
t194,8 mins,2 mins,5 mins,32 mins,15 mins,9 mins,8 mins,1.7 km,2.3 km,3.1 km,2.6 km,2.3 km
t195,8 mins,2 mins,14 mins,1 hour 15 mins,35 mins,23 mins,15 mins,6.7 km,5.4 km,8.7 km,6.5 km,6.8 km
t196,5 mins,5 mins,15 mins,1 hour 5 mins,27 mins,16 mins,14 mins,5.3 km,4.8 km,5.5 km,5.1 km,5.0 km
t197,7 mins,6 mins,26 mins,2 hours 23 mins,50 mins,36 mins,28 mins,11.1 km,10.3 km,15.2 km,11.2 km,11.2 km
t198,5 mins,5 mins,14 mins,51 mins,24 mins,15 mins,14 mins,5.1 km,3.7 km,5.6 km,4.6 km,4.6 km
t199,7 mins,8 mins,9 mins,22 mins,12 mins,5 mins,6 mins,3.1 km,1.6 km,1.5 km,1.8 km,1.8 km
t200,1 min,3 mins,15 mins,1 hour 13 mins,28 mins,18 mins,16 mins,6.4 km,5.4 km,5.9 km,5.6 km,5.6 km
t201,1 min,7 mins,10 mins,45 mins,22 mins,13 mins,11 mins,4.5 km,3.3 km,4.0 km,4.2 km,3.9 km
t202,7 mins,4 mins,23 mins,1 hour 40 mins,34 mins,27 mins,20 mins,8.6 km,7.2 km,8.4 km,7.9 km,7.9 km
t203,5 mins,3 mins,13 mins,1 hour 10 mins,31 mins,17 mins,12 mins,5.9 km,5.0 km,7.4 km,5.1 km,5.1 km
t204,7 mins,5 mins,22 mins,1 hour 48 mins,32 mins,26 mins,25 mins,7.8 km,7.9 km,11.1 km,8.0 km,9.3 km
t205,1 min,6 mins,12 mins,54 mins,26 mins,17 mins,13 mins,4.2 km,3.8 km,4.0 km,4.5 km,4.3 km
t206,5 mins,6 mins,19 mins,1 hour 26 mins,28 mins,22 mins,18 mins,8.3 km,6.3 km,7.1 km,6.6 km,7.6 km
t207,1 min,8 mins,17 mins,1 hour 25 mins,41 mins,21 mins,18 mins,6.2 km,6.2 km,14.3 km,6.3 km,6.3 km
t208,7 mins,7 mins,11 mins,48 mins,22 mins,11 mins,10 mins,3.7 km,3.5 km,4.3 km,3.7 km,3.5 km
t209,1 min,2 mins,27 mins,2 hours 10 mins,49 mins,35 mins,28 mins,10.1 km,9.4 km,14.2 km,10.4 km,10.4 km
t210,7 mins,5 mins,20 mins,1 hour 31 mins,33 mins,24 mins,20 mins,6.8 km,6.6 km,7.3 km,7.0 km,7.0 km
t211,5 mins,4 mins,16 mins,1 hour 3 mins,29 mins,18 mins,15 mins,5.3 km,4.6 km,5.6 km,5.4 km,6.5 km
t212,5 mins,6 mins,15 mins,1 hour 11 mins,24 mins,18 mins,15 mins,5.6 km,5.2 km,7.8 km,5.4 km,5.4 km
t213,5 mins,6 mins,7 mins,37 mins,21 mins,8 mins,8 mins,3.0 km,2.7 km,3.8 km,2.7 km,3.2 km
t214,5 mins,2 mins,14 mins,1 hour 16 mins,28 mins,19 mins,15 mins,6.5 km,5.5 km,7.6 km,5.7 km,6.5 km
t215,5 mins,8 mins,19 mins,1 hour 31 mins,33 mins,22 mins,20 mins,8.5 km,6.7 km,7.9 km,6.9 km,9.1 km
t216,5 mins,2 mins,21 mins,1 hour 46 mins,33 mins,29 mins,19 mins,9.4 km,7.7 km,8.9 km,8.2 km,8.9 km
t217,7 mins,3 mins,11 mins,1 hour 4 mins,23 mins,15 mins,12 mins,5.0 km,4.6 km,5.5 km,4.6 km,4.6 km
t218,7 mins,2 mins,19 mins,1 hour 33 mins,37 mins,25 mins,20 mins,7.4 km,6.8 km,7.2 km,7.0 km,8.6 km
t219,5 mins,1 min,28 mins,2 hours 24 mins,51 mins,40 mins,28 mins,12.8 km,10.5 km,11.7 km,11.4 km,13.0 km
t220,5 mins,6 mins,17 mins,1 hour 35 mins,40 mins,24 mins,17 mins,7.9 km,7.0 km,10.7 km,7.0 km,7.8 km
t221,5 mins,13 mins,20 mins,1 hour 22 mins,30 mins,21 mins,19 mins,7.1 km,6.0 km,8.9 km,6.2 km,6.2 km
t222,5 mins,8 mins,14 mins,1 hour 5 mins,25 mins,17 mins,15 mins,6.2 km,4.7 km,5.7 km,5.1 km,6.1 km
t223,5 mins,6 mins,13 mins,49 mins,24 mins,11 mins,11 mins,4.5 km,3.6 km,4.6 km,3.7 km,3.7 km
t224,5 mins,3 mins,11 mins,1 hour 6 mins,30 mins,15 mins,11 mins,5.2 km,4.8 km,6.7 km,4.8 km,4.8 km
t225,7 mins,5 mins,23 mins,1 hour 45 mins,34 mins,26 mins,23 mins,8.6 km,7.7 km,10.1 km,7.7 km,10.0 km
t226,5 mins,1 min,20 mins,1 hour 49 mins,52 mins,27 mins,20 mins,9.5 km,7.8 km,10.8 km,8.3 km,9.2 km
t227,7 mins,2 mins,11 mins,1 hour 8 mins,26 mins,19 mins,11 mins,6.3 km,4.9 km,9.9 km,5.6 km,5.9 km
t228,5 mins,6 mins,7 mins,58 mins,19 mins,14 mins,10 mins,3.6 km,4.2 km,4.3 km,4.3 km,4.3 km
t229,5 mins,7 mins,13 mins,52 mins,24 mins,16 mins,12 mins,5.5 km,3.8 km,4.9 km,4.6 km,5.3 km
t230,4 mins,6 mins,18 mins,1 hour 21 mins,34 mins,22 mins,17 mins,8.0 km,5.9 km,7.5 km,6.8 km,7.1 km
t231,7 mins,6 mins,12 mins,59 mins,21 mins,16 mins,11 mins,5.6 km,4.2 km,4.3 km,4.6 km,5.1 km
t232,4 mins,1 min,23 mins,1 hour 46 mins,41 mins,27 mins,23 mins,10.8 km,7.8 km,10.4 km,8.5 km,10.9 km
t233,7 mins,7 mins,17 mins,1 hour 6 mins,25 mins,19 mins,20 mins,7.2 km,4.8 km,6.5 km,5.7 km,7.9 km
t234,7 mins,3 mins,17 mins,1 hour 12 mins,27 mins,21 mins,18 mins,7.7 km,5.2 km,9.0 km,6.5 km,7.3 km
t235,7 mins,4 mins,11 mins,52 mins,21 mins,15 mins,14 mins,5.1 km,3.8 km,4.2 km,4.6 km,6.1 km
t236,4 mins,6 mins,15 mins,1 hour 0 mins,25 mins,14 mins,15 mins,6.6 km,4.4 km,5.2 km,4.7 km,5.9 km
t237,7 mins,4 mins,18 mins,1 hour 13 mins,28 mins,22 mins,17 mins,7.5 km,5.2 km,9.0 km,6.8 km,6.8 km
t238,4 mins,2 mins,26 mins,2 hours 24 mins,52 mins,34 mins,26 mins,12.0 km,10.5 km,11.0 km,10.3 km,10.7 km
t239,7 mins,6 mins,9 mins,36 mins,16 mins,11 mins,10 mins,4.3 km,2.6 km,2.9 km,3.4 km,3.8 km
t240,7 mins,6 mins,19 mins,1 hour 44 mins,29 mins,26 mins,19 mins,8.7 km,7.6 km,8.2 km,7.8 km,8.3 km
t241,4 mins,5 mins,19 mins,1 hour 20 mins,25 mins,20 mins,19 mins,6.6 km,5.8 km,7.6 km,6.1 km,7.2 km
t242,4 mins,5 mins,13 mins,58 mins,26 mins,16 mins,13 mins,5.9 km,4.2 km,4.7 km,4.7 km,4.7 km
t243,4 mins,6 mins,10 mins,50 mins,27 mins,14 mins,12 mins,4.5 km,3.7 km,4.9 km,4.5 km,5.2 km
t244,6 mins,15 mins,20 mins,1 hour 53 mins,41 mins,32 mins,21 mins,9.3 km,8.2 km,9.9 km,9.4 km,10.0 km
t245,6 mins,6 mins,20 mins,1 hour 32 mins,33 mins,27 mins,20 mins,8.6 km,6.7 km,7.7 km,7.8 km,9.2 km
t246,6 mins,11 mins,17 mins,1 hour 16 mins,37 mins,25 mins,17 mins,6.7 km,5.5 km,6.1 km,5.9 km,7.0 km
t247,7 mins,5 mins,21 mins,2 hours 1 min,35 mins,30 mins,22 mins,9.2 km,8.7 km,9.8 km,8.9 km,9.8 km
t248,6 mins,4 mins,8 mins,32 mins,10 mins,8 mins,8 mins,3.6 km,2.4 km,2.8 km,2.4 km,3.6 km
t249,6 mins,6 mins,17 mins,1 hour 44 mins,32 mins,28 mins,20 mins,7.8 km,7.6 km,8.5 km,8.0 km,8.2 km
t250,6 mins,6 mins,13 mins,1 hour 0 mins,23 mins,15 mins,12 mins,6.0 km,4.4 km,4.9 km,4.7 km,5.3 km
t251,6 mins,2 mins,18 mins,1 hour 42 mins,38 mins,31 mins,22 mins,9.5 km,7.4 km,11.6 km,8.8 km,9.5 km
t252,6 mins,6 mins,18 mins,1 hour 31 mins,36 mins,24 mins,21 mins,7.8 km,6.6 km,7.2 km,6.9 km,7.9 km
t253,6 mins,5 mins,18 mins,1 hour 31 mins,34 mins,27 mins,21 mins,9.3 km,6.6 km,7.4 km,7.9 km,9.4 km
t254,7 mins,7 mins,13 mins,47 mins,22 mins,16 mins,11 mins,5.8 km,3.4 km,4.5 km,5.2 km,5.0 km
t255,6 mins,8 mins,12 mins,44 mins,14 mins,13 mins,13 mins,4.4 km,3.2 km,3.8 km,3.3 km,4.2 km
t256,6 mins,7 mins,18 mins,1 hour 32 mins,32 mins,25 mins,18 mins,7.7 km,6.7 km,7.3 km,7.1 km,8.0 km
t257,6 mins,9 mins,7 mins,33 mins,14 mins,10 mins,9 mins,3.4 km,2.4 km,3.0 km,2.5 km,3.1 km
t258,7 mins,5 mins,15 mins,1 hour 9 mins,32 mins,22 mins,16 mins,6.6 km,5.1 km,8.6 km,6.4 km,6.4 km
t259,6 mins,5 mins,18 mins,1 hour 26 mins,27 mins,23 mins,20 mins,6.6 km,6.2 km,7.0 km,6.8 km,7.3 km
t260,6 mins,4 mins,17 mins,1 hour 26 mins,35 mins,23 mins,17 mins,7.6 km,6.2 km,7.6 km,6.7 km,8.3 km
t261,6 mins,8 mins,20 mins,1 hour 16 mins,40 mins,22 mins,16 mins,7.4 km,5.6 km,8.6 km,6.6 km,6.4 km
t262,6 mins,5 mins,8 mins,43 mins,21 mins,11 mins,9 mins,3.5 km,3.1 km,4.2 km,3.1 km,3.3 km
t263,6 mins,2 mins,14 mins,42 mins,24 mins,16 mins,13 mins,6.0 km,3.0 km,4.8 km,4.6 km,4.0 km
t264,8 mins,5 mins,16 mins,1 hour 8 mins,34 mins,19 mins,14 mins,5.3 km,5.0 km,7.0 km,5.6 km,5.6 km
t265,8 mins,6 mins,21 mins,1 hour 28 mins,31 mins,23 mins,19 mins,8.4 km,6.4 km,9.3 km,6.8 km,7.9 km
t266,4 mins,6 mins,20 mins,1 hour 54 mins,42 mins,31 mins,23 mins,8.7 km,8.3 km,10.3 km,8.8 km,10.4 km
t267,8 mins,4 mins,11 mins,52 mins,29 mins,15 mins,11 mins,4.2 km,3.9 km,5.5 km,4.4 km,5.0 km
t268,4 mins,9 mins,15 mins,1 hour 14 mins,32 mins,20 mins,14 mins,6.3 km,5.4 km,6.3 km,6.1 km,6.1 km
t269,4 mins,4 mins,20 mins,1 hour 41 mins,44 mins,25 mins,17 mins,8.4 km,7.4 km,9.7 km,7.7 km,7.8 km
t270,8 mins,4 mins,11 mins,51 mins,22 mins,14 mins,10 mins,4.8 km,3.8 km,4.3 km,4.3 km,4.3 km
t271,4 mins,7 mins,4 mins,1 min,1 min,2 mins,3 mins,0.7 km,65 m,65 m,0.7 km,0.6 km
t272,4 mins,3 mins,16 mins,1 hour 8 mins,33 mins,19 mins,13 mins,5.6 km,5.0 km,8.5 km,5.8 km,5.8 km
t273,8 mins,3 mins,7 mins,32 mins,19 mins,10 mins,7 mins,2.3 km,2.3 km,3.2 km,3.4 km,3.4 km
t274,4 mins,3 mins,21 mins,1 hour 22 mins,27 mins,22 mins,18 mins,7.3 km,6.0 km,7.9 km,7.0 km,6.9 km
t275,4 mins,11 mins,16 mins,1 hour 10 mins,38 mins,24 mins,16 mins,5.6 km,5.1 km,7.4 km,6.1 km,5.8 km
t276,8 mins,3 mins,18 mins,1 hour 13 mins,31 mins,19 mins,16 mins,6.3 km,5.3 km,6.5 km,5.9 km,6.3 km
t277,4 mins,8 mins,19 mins,1 hour 31 mins,27 mins,22 mins,18 mins,7.7 km,6.6 km,9.5 km,6.8 km,8.0 km
t278,8 mins,8 mins,16 mins,28 mins,19 mins,8 mins,13 mins,4.6 km,2.1 km,4.0 km,2.4 km,3.6 km
t279,8 mins,1 min,13 mins,51 mins,26 mins,13 mins,13 mins,4.2 km,3.8 km,5.2 km,4.0 km,4.5 km
t280,7 mins,6 mins,20 mins,56 mins,29 mins,19 mins,21 mins,6.6 km,4.5 km,7.9 km,6.0 km,7.2 km
t281,6 mins,2 mins,14 mins,55 mins,26 mins,13 mins,14 mins,4.0 km,4.0 km,5.2 km,4.1 km,3.9 km
t282,8 mins,4 mins,25 mins,1 hour 34 mins,29 mins,25 mins,25 mins,8.0 km,6.8 km,8.4 km,7.8 km,8.0 km
t283,6 mins,12 mins,18 mins,1 hour 30 mins,23 mins,24 mins,21 mins,6.7 km,6.5 km,7.0 km,6.8 km,7.5 km
t284,7 mins,4 mins,14 mins,24 mins,17 mins,7 mins,13 mins,3.4 km,1.8 km,2.8 km,1.8 km,3.2 km
t285,7 mins,3 mins,12 mins,45 mins,17 mins,11 mins,11 mins,4.4 km,3.4 km,4.1 km,3.2 km,4.4 km
t286,6 mins,3 mins,27 mins,2 hours 2 mins,34 mins,31 mins,26 mins,10.6 km,8.7 km,9.7 km,9.3 km,10.4 km
t287,8 mins,8 mins,21 mins,1 hour 13 mins,33 mins,19 mins,21 mins,8.4 km,5.3 km,10.2 km,5.5 km,7.7 km
t288,7 mins,4 mins,19 mins,45 mins,27 mins,14 mins,18 mins,5.6 km,3.6 km,6.0 km,4.2 km,5.4 km
t289,7 mins,7 mins,21 mins,1 hour 17 mins,29 mins,20 mins,20 mins,6.3 km,5.5 km,6.1 km,6.6 km,6.2 km
t290,6 mins,10 mins,19 mins,1 hour 12 mins,31 mins,19 mins,19 mins,6.6 km,5.2 km,6.9 km,5.6 km,6.3 km
t291,7 mins,6 mins,22 mins,1 hour 6 mins,33 mins,21 mins,23 mins,7.0 km,5.1 km,8.3 km,5.9 km,7.1 km
t292,8 mins,5 mins,12 mins,40 mins,20 mins,10 mins,12 mins,3.2 km,2.9 km,3.5 km,3.3 km,3.2 km
t293,8 mins,9 mins,14 mins,39 mins,25 mins,10 mins,15 mins,4.4 km,2.8 km,4.7 km,3.1 km,4.6 km
t294,3 mins,3 mins,16 mins,1 hour 3 mins,13 mins,16 mins,15 mins,5.7 km,4.5 km,5.2 km,4.6 km,5.3 km
t295,1 min,8 mins,6 mins,9 mins,9 mins,3 mins,7 mins,1.9 km,0.6 km,0.6 km,0.6 km,2.4 km
t296,6 mins,6 mins,6 mins,25 mins,14 mins,5 mins,6 mins,1.4 km,1.8 km,2.0 km,1.8 km,1.7 km
t297,8 mins,4 mins,8 mins,32 mins,23 mins,10 mins,9 mins,2.1 km,2.3 km,2.4 km,2.4 km,2.6 km
t298,5 mins,1 min,19 mins,1 hour 18 mins,31 mins,20 mins,18 mins,6.0 km,5.6 km,7.5 km,5.9 km,6.2 km
t299,8 mins,4 mins,17 mins,1 hour 10 mins,29 mins,17 mins,18 mins,6.0 km,5.0 km,5.3 km,5.1 km,6.6 km
t300,3 mins,3 mins,15 mins,42 mins,17 mins,10 mins,14 mins,4.6 km,3.0 km,3.0 km,3.1 km,3.7 km
t301,6 mins,4 mins,19 mins,1 hour 14 mins,30 mins,18 mins,17 mins,7.1 km,5.4 km,8.8 km,5.3 km,6.2 km
t302,4 mins,3 mins,14 mins,55 mins,20 mins,14 mins,12 mins,5.1 km,3.9 km,5.6 km,4.0 km,3.8 km
t303,2 mins,6 mins,21 mins,1 hour 21 mins,22 mins,20 mins,19 mins,7.1 km,5.8 km,6.8 km,6.2 km,5.9 km
t304,8 mins,3 mins,23 mins,2 hours 3 mins,34 mins,32 mins,24 mins,9.6 km,8.8 km,9.3 km,9.4 km,9.7 km
t305,1 min,6 mins,6 mins,26 mins,9 mins,8 mins,7 mins,1.6 km,1.8 km,1.8 km,1.9 km,1.9 km
t306,3 mins,9 mins,19 mins,1 hour 22 mins,28 mins,21 mins,18 mins,6.4 km,5.9 km,7.9 km,6.1 km,6.4 km
t307,1 min,3 mins,18 mins,1 hour 24 mins,28 mins,20 mins,17 mins,6.9 km,6.2 km,8.6 km,6.1 km,6.2 km
t308,2 mins,8 mins,10 mins,38 mins,14 mins,12 mins,9 mins,3.0 km,2.7 km,2.9 km,2.8 km,2.8 km
t309,1 min,2 mins,15 mins,44 mins,18 mins,11 mins,14 mins,4.3 km,3.1 km,3.5 km,3.2 km,3.5 km
t310,2 mins,10 mins,18 mins,1 hour 5 mins,26 mins,16 mins,18 mins,7.5 km,4.7 km,8.3 km,4.7 km,5.8 km
t311,1 min,7 mins,14 mins,33 mins,11 mins,8 mins,11 mins,4.6 km,2.3 km,2.5 km,2.4 km,2.8 km
t312,2 mins,7 mins,8 mins,23 mins,11 mins,5 mins,7 mins,2.2 km,1.6 km,1.9 km,1.7 km,2.2 km
t313,8 mins,10 mins,17 mins,1 hour 8 mins,33 mins,18 mins,14 mins,6.3 km,4.9 km,6.3 km,5.0 km,5.3 km
t314,1 min,3 mins,15 mins,1 hour 1 min,17 mins,17 mins,14 mins,5.4 km,4.3 km,5.4 km,4.8 km,4.8 km
t315,2 mins,13 mins,3 mins,16 mins,16 mins,5 mins,5 mins,0.6 km,1.2 km,1.2 km,1.3 km,1.3 km
t316,4 mins,6 mins,10 mins,17 mins,7 mins,6 mins,5 mins,2.3 km,1.2 km,1.3 km,1.3 km,1.3 km
t317,3 mins,6 mins,4 mins,13 mins,10 mins,10 mins,10 mins,0.9 km,0.9 km,1.9 km,1.5 km,3.0 km
t318,6 mins,6 mins,15 mins,57 mins,25 mins,14 mins,13 mins,4.5 km,4.1 km,4.8 km,4.1 km,4.3 km
t319,2 mins,3 mins,18 mins,1 hour 3 mins,17 mins,16 mins,16 mins,5.6 km,4.5 km,5.4 km,4.8 km,5.3 km
t320,5 mins,8 mins,10 mins,36 mins,20 mins,10 mins,11 mins,3.4 km,2.6 km,3.3 km,2.6 km,3.7 km
t321,8 mins,5 mins,21 mins,1 hour 28 mins,37 mins,21 mins,18 mins,7.9 km,6.5 km,9.0 km,6.9 km,7.2 km
t322,8 mins,4 mins,17 mins,56 mins,26 mins,14 mins,16 mins,4.8 km,4.0 km,4.3 km,4.1 km,5.1 km
t323,14 mins,2 mins,13 mins,37 mins,22 mins,10 mins,13 mins,4.2 km,2.6 km,4.6 km,3.0 km,3.2 km
t324,14 mins,6 mins,8 mins,26 mins,16 mins,7 mins,7 mins,2.5 km,1.9 km,3.0 km,1.9 km,2.2 km
t325,13 mins,3 mins,17 mins,1 hour 26 mins,33 mins,22 mins,16 mins,6.2 km,6.2 km,6.7 km,6.4 km,6.4 km
t326,13 mins,6 mins,5 mins,22 mins,17 mins,7 mins,5 mins,1.2 km,1.5 km,2.3 km,1.9 km,1.5 km
t327,13 mins,5 mins,20 mins,1 hour 28 mins,35 mins,21 mins,17 mins,8.6 km,6.5 km,8.0 km,6.6 km,6.9 km
t328,13 mins,4 mins,11 mins,35 mins,21 mins,9 mins,8 mins,3.7 km,2.6 km,4.3 km,2.7 km,2.8 km
t329,1 min,2 mins,15 mins,1 hour 8 mins,25 mins,17 mins,16 mins,5.2 km,4.9 km,7.7 km,5.0 km,5.3 km
t330,14 mins,3 mins,10 mins,34 mins,16 mins,11 mins,12 mins,2.6 km,2.4 km,2.7 km,3.1 km,3.4 km
t331,13 mins,6 mins,13 mins,50 mins,22 mins,16 mins,15 mins,3.7 km,3.6 km,5.1 km,4.9 km,4.8 km
t332,14 mins,7 mins,8 mins,44 mins,18 mins,12 mins,13 mins,2.6 km,3.1 km,4.0 km,3.9 km,3.8 km
t333,1 min,4 mins,15 mins,1 hour 10 mins,26 mins,17 mins,18 mins,5.1 km,5.0 km,7.8 km,5.1 km,5.6 km
t334,1 min,4 mins,19 mins,1 hour 21 mins,37 mins,19 mins,18 mins,6.0 km,5.9 km,7.3 km,6.2 km,6.5 km
t335,13 mins,2 mins,17 mins,1 hour 9 mins,28 mins,19 mins,15 mins,5.8 km,4.9 km,6.8 km,5.2 km,5.1 km
t336,14 mins,5 mins,12 mins,1 hour 10 mins,26 mins,20 mins,15 mins,4.5 km,5.0 km,6.4 km,5.8 km,6.8 km
t337,14 mins,4 mins,18 mins,1 hour 32 mins,27 mins,26 mins,19 mins,7.5 km,6.5 km,6.9 km,7.6 km,7.4 km
t338,13 mins,4 mins,14 mins,57 mins,22 mins,17 mins,13 mins,5.0 km,4.1 km,5.1 km,5.0 km,5.0 km
t339,13 mins,5 mins,15 mins,1 hour 27 mins,24 mins,24 mins,17 mins,6.1 km,6.3 km,7.1 km,7.3 km,7.8 km
t340,14 mins,7 mins,18 mins,1 hour 14 mins,30 mins,19 mins,15 mins,5.7 km,5.3 km,7.5 km,5.7 km,5.7 km
t341,13 mins,7 mins,5 mins,4 mins,4 mins,2 mins,4 mins,1.4 km,0.3 km,0.3 km,0.4 km,0.7 km
t342,13 mins,4 mins,16 mins,47 mins,27 mins,14 mins,13 mins,5.4 km,3.4 km,8.8 km,3.5 km,4.4 km
t343,6 mins,5 mins,15 mins,1 hour 16 mins,34 mins,20 mins,19 mins,5.3 km,5.4 km,8.5 km,5.7 km,6.0 km
t344,5 mins,5 mins,6 mins,14 mins,9 mins,4 mins,4 mins,1.7 km,1.0 km,1.3 km,1.3 km,1.2 km
t345,5 mins,9 mins,12 mins,33 mins,19 mins,9 mins,9 mins,3.7 km,2.4 km,2.2 km,2.5 km,3.0 km
t346,5 mins,3 mins,6 mins,26 mins,14 mins,9 mins,9 mins,1.6 km,1.8 km,1.8 km,2.7 km,2.4 km
t347,2 mins,3 mins,18 mins,1 hour 18 mins,24 mins,19 mins,18 mins,6.1 km,5.6 km,8.1 km,5.9 km,6.2 km
t348,6 mins,4 mins,15 mins,1 hour 4 mins,20 mins,18 mins,13 mins,5.1 km,4.6 km,5.7 km,5.0 km,4.8 km
t349,7 mins,12 mins,18 mins,1 hour 29 mins,15 mins,23 mins,17 mins,7.0 km,6.4 km,6.5 km,6.9 km,10.2 km
t350,6 mins,3 mins,15 mins,1 hour 11 mins,33 mins,19 mins,17 mins,5.6 km,5.2 km,7.4 km,5.6 km,6.4 km
t351,4 mins,3 mins,10 mins,31 mins,12 mins,11 mins,11 mins,2.6 km,2.2 km,2.4 km,2.9 km,3.3 km
t352,4 mins,6 mins,7 mins,29 mins,20 mins,7 mins,12 mins,1.8 km,2.0 km,4.5 km,2.0 km,3.1 km
t353,5 mins,6 mins,3 mins,5 mins,5 mins,2 mins,3 mins,0.5 km,0.4 km,0.4 km,0.7 km,0.7 km
t354,7 mins,5 mins,14 mins,58 mins,17 mins,14 mins,16 mins,5.9 km,4.2 km,7.2 km,4.2 km,5.6 km
t355,6 mins,6 mins,11 mins,1 hour 1 min,17 mins,16 mins,15 mins,4.6 km,4.4 km,5.3 km,4.8 km,5.5 km
t356,7 mins,3 mins,16 mins,48 mins,20 mins,12 mins,14 mins,4.6 km,3.5 km,4.8 km,3.5 km,3.8 km
t357,5 mins,6 mins,18 mins,1 hour 34 mins,34 mins,27 mins,20 mins,8.2 km,6.6 km,6.8 km,7.1 km,7.9 km
t358,4 mins,6 mins,11 mins,32 mins,15 mins,8 mins,7 mins,3.2 km,2.4 km,2.9 km,2.4 km,2.6 km
t359,5 mins,4 mins,11 mins,43 mins,13 mins,10 mins,8 mins,4.2 km,3.1 km,4.0 km,3.2 km,3.5 km
t360,4 mins,8 mins,13 mins,46 mins,19 mins,13 mins,13 mins,4.7 km,3.3 km,4.9 km,3.9 km,4.0 km
t361,2 mins,5 mins,15 mins,55 mins,25 mins,14 mins,15 mins,4.5 km,3.9 km,5.9 km,4.1 km,4.4 km
t362,3 mins,6 mins,19 mins,1 hour 41 mins,22 mins,27 mins,20 mins,8.1 km,7.2 km,8.0 km,7.9 km,8.4 km
t363,3 mins,1 min,12 mins,57 mins,22 mins,16 mins,12 mins,4.3 km,4.1 km,5.9 km,4.3 km,4.3 km
t364,7 mins,7 mins,11 mins,56 mins,18 mins,14 mins,13 mins,3.9 km,4.1 km,6.3 km,4.4 km,4.7 km
t365,7 mins,6 mins,10 mins,34 mins,18 mins,9 mins,8 mins,2.5 km,2.4 km,3.8 km,2.5 km,2.5 km
t366,4 mins,3 mins,8 mins,28 mins,17 mins,7 mins,12 mins,2.5 km,2.0 km,2.6 km,2.0 km,3.1 km
t367,4 mins,2 mins,21 mins,1 hour 26 mins,18 mins,22 mins,21 mins,6.9 km,6.2 km,6.6 km,6.5 km,7.0 km
t368,4 mins,2 mins,14 mins,55 mins,18 mins,15 mins,14 mins,4.3 km,3.9 km,4.2 km,4.5 km,4.8 km
t369,6 mins,6 mins,12 mins,57 mins,18 mins,19 mins,17 mins,4.1 km,4.1 km,4.8 km,4.7 km,5.1 km
t370,3 mins,5 mins,8 mins,33 mins,18 mins,11 mins,12 mins,2.6 km,2.4 km,3.5 km,3.1 km,3.4 km
t371,6 mins,4 mins,10 mins,37 mins,10 mins,12 mins,10 mins,2.9 km,2.6 km,2.7 km,2.9 km,2.9 km
t372,6 mins,6 mins,7 mins,11 mins,8 mins,3 mins,5 mins,1.9 km,0.9 km,1.3 km,0.9 km,1.3 km
t373,5 mins,4 mins,14 mins,1 hour 0 mins,20 mins,18 mins,12 mins,4.4 km,4.3 km,4.9 km,4.8 km,4.3 km
t374,3 mins,2 mins,16 mins,1 hour 12 mins,30 mins,19 mins,13 mins,6.2 km,5.3 km,8.7 km,6.0 km,5.8 km
t375,2 mins,4 mins,10 mins,35 mins,16 mins,8 mins,8 mins,3.0 km,2.5 km,3.0 km,2.6 km,2.6 km
t376,2 mins,9 mins,11 mins,49 mins,18 mins,14 mins,13 mins,3.5 km,3.5 km,3.2 km,4.0 km,3.6 km
t377,5 mins,3 mins,8 mins,35 mins,20 mins,9 mins,8 mins,2.2 km,2.5 km,3.4 km,2.5 km,2.4 km
t378,5 mins,2 mins,11 mins,43 mins,15 mins,12 mins,10 mins,2.8 km,3.1 km,3.0 km,3.3 km,3.0 km
t379,6 mins,8 mins,13 mins,37 mins,14 mins,11 mins,10 mins,3.3 km,2.6 km,3.2 km,3.5 km,3.0 km
t380,3 mins,7 mins,10 mins,20 mins,7 mins,6 mins,8 mins,3.0 km,1.4 km,1.5 km,1.4 km,1.8 km
t381,7 mins,7 mins,6 mins,5 mins,5 mins,3 mins,5 mins,1.3 km,0.4 km,0.4 km,0.8 km,1.2 km
t382,3 mins,4 mins,16 mins,1 hour 7 mins,20 mins,19 mins,18 mins,5.1 km,4.8 km,5.3 km,5.4 km,5.5 km
t383,4 mins,6 mins,14 mins,54 mins,31 mins,16 mins,13 mins,4.8 km,3.9 km,7.8 km,4.9 km,4.6 km
t384,5 mins,2 mins,17 mins,1 hour 25 mins,36 mins,21 mins,18 mins,6.4 km,6.1 km,7.1 km,6.3 km,6.3 km
t385,8 mins,4 mins,17 mins,1 hour 7 mins,19 mins,17 mins,15 mins,5.9 km,4.9 km,5.5 km,5.2 km,5.5 km
t386,4 mins,1 min,11 mins,56 mins,32 mins,15 mins,9 mins,4.2 km,4.1 km,6.8 km,4.4 km,4.0 km
t387,7 mins,1 min,15 mins,1 hour 15 mins,27 mins,21 mins,16 mins,6.1 km,5.4 km,5.7 km,5.7 km,6.6 km
t388,8 mins,12 mins,14 mins,1 hour 28 mins,25 mins,23 mins,19 mins,6.1 km,6.4 km,7.2 km,7.1 km,7.3 km
t389,1 min,9 mins,12 mins,34 mins,18 mins,8 mins,8 mins,3.2 km,2.4 km,3.3 km,2.4 km,2.4 km
