css_o,css_d,distance,duration
CS7,CS43,2.7 km,9 mins
CS7,CS44,4.0 km,12 mins
CS7,CS45,2.5 km,8 mins
CS7,CS46,3.8 km,11 mins
CS7,CS47,2.8 km,9 mins
CS7,CS48,2.6 km,9 mins
CS7,CS49,6.9 km,21 mins
CS7,CS50,7.3 km,21 mins
CS7,CS51,8.1 km,20 mins
CS7,CS52,7.7 km,22 mins
CS7,CS53,7.9 km,21 mins
CS7,CS54,7.4 km,22 mins
CS7,CS55,5.2 km,16 mins
CS7,CS56,6.1 km,17 mins
CS7,CS57,5.9 km,19 mins
CS7,CS58,7.3 km,21 mins
CS7,CS59,5.2 km,17 mins
CS7,CS60,5.5 km,18 mins
CS7,CS61,6.7 km,20 mins
CS7,CS62,7.4 km,21 mins
CS7,CS63,5.0 km,12 mins
CS7,CS64,5.9 km,16 mins
CS7,CS65,5.7 km,19 mins
CS7,CS66,6.2 km,21 mins
CS7,CS67,8.1 km,23 mins
CS7,CS68,8.0 km,23 mins
CS7,CS69,5.6 km,18 mins
CS7,CS70,8.3 km,24 mins
CS7,CS71,5.6 km,17 mins
CS7,CS72,6.3 km,21 mins
CS7,CS73,8.1 km,23 mins
CS7,CS74,8.8 km,25 mins
CS7,CS75,7.0 km,21 mins
CS7,CS76,7.4 km,16 mins
CS7,CS77,6.4 km,14 mins
CS7,CS78,8.3 km,18 mins
CS7,CS79,7.4 km,23 mins
CS7,CS80,10.5 km,23 mins
CS7,CS81,7.0 km,22 mins
CS7,CS82,7.5 km,21 mins
CS7,CS83,7.8 km,22 mins
CS7,CS84,8.5 km,24 mins
CS7,CS85,9.0 km,25 mins
CS7,CS86,7.2 km,21 mins
CS7,CS87,9.3 km,25 mins
CS7,CS88,10.1 km,25 mins
CS7,CS89,9.9 km,27 mins
CS7,CS90,8.7 km,22 mins
CS7,CS91,10.3 km,26 mins
CS7,CS92,5.2 km,17 mins
CS7,CS93,3.7 km,12 mins
CS7,CS94,4.1 km,13 mins
CS7,CS95,4.9 km,17 mins
CS7,CS96,5.7 km,17 mins
CS7,CS97,3.9 km,14 mins
CS7,CS98,5.0 km,16 mins
CS7,CS99,4.6 km,16 mins
CS8,CS0,1.9 km,6 mins
CS8,CS1,3.2 km,8 mins
CS8,CS2,0.8 km,3 mins
CS8,CS3,3.4 km,8 mins
CS8,CS4,1.5 km,4 mins
CS8,CS5,2.2 km,7 mins
CS8,CS6,1.9 km,6 mins
CS8,CS7,1.2 km,4 mins
CS8,CS9,2.8 km,8 mins
CS8,CS10,1.8 km,6 mins
CS8,CS11,10.1 km,26 mins
CS8,CS12,11.0 km,25 mins
CS8,CS13,9.9 km,24 mins
CS8,CS14,11.5 km,26 mins
CS8,CS15,10.9 km,26 mins
CS8,CS16,5.0 km,11 mins
CS8,CS17,3.0 km,10 mins
CS8,CS18,3.3 km,10 mins
CS8,CS19,4.9 km,16 mins
CS8,CS20,4.2 km,12 mins
CS8,CS21,4.1 km,13 mins
CS8,CS22,4.6 km,15 mins
CS8,CS23,6.1 km,18 mins
CS8,CS24,4.8 km,16 mins
CS8,CS25,5.1 km,14 mins
CS8,CS26,7.1 km,22 mins
CS8,CS27,6.1 km,18 mins
CS8,CS28,9.5 km,28 mins
CS8,CS29,7.4 km,20 mins
CS8,CS30,8.1 km,23 mins
CS8,CS31,6.7 km,20 mins
CS8,CS32,8.0 km,22 mins
CS8,CS33,8.8 km,25 mins
CS8,CS34,7.2 km,21 mins
CS8,CS35,6.8 km,21 mins
CS8,CS36,8.0 km,21 mins
CS8,CS37,9.3 km,25 mins
CS8,CS38,7.1 km,19 mins
CS8,CS39,7.8 km,23 mins
CS8,CS40,6.6 km,20 mins
CS8,CS41,11.0 km,28 mins
CS8,CS42,10.1 km,26 mins
CS8,CS43,3.6 km,11 mins
CS8,CS44,4.9 km,14 mins
CS8,CS45,3.4 km,10 mins
CS8,CS46,4.8 km,13 mins
CS8,CS47,3.7 km,11 mins
CS8,CS48,3.6 km,10 mins
CS8,CS49,7.7 km,22 mins
CS8,CS50,8.1 km,22 mins
CS8,CS51,9.2 km,22 mins
CS8,CS52,8.8 km,23 mins
CS8,CS53,9.0 km,22 mins
CS8,CS54,8.4 km,23 mins
CS8,CS55,6.3 km,18 mins
CS8,CS56,7.1 km,19 mins
CS8,CS57,7.0 km,21 mins
CS8,CS58,8.4 km,23 mins
CS8,CS59,6.3 km,19 mins
CS8,CS60,6.6 km,19 mins
CS8,CS61,7.7 km,21 mins
CS8,CS62,8.5 km,23 mins
CS8,CS63,5.9 km,14 mins
CS8,CS64,6.8 km,17 mins
CS8,CS65,6.6 km,20 mins
CS8,CS66,7.0 km,22 mins
CS8,CS67,9.1 km,24 mins
CS8,CS68,9.1 km,24 mins
CS8,CS69,6.4 km,19 mins
CS8,CS70,9.1 km,24 mins
CS8,CS71,6.6 km,18 mins
CS8,CS72,7.1 km,22 mins
CS8,CS73,9.2 km,24 mins
CS8,CS74,8.6 km,26 mins
CS8,CS75,7.9 km,22 mins
CS8,CS76,8.3 km,18 mins
CS8,CS77,7.3 km,16 mins
CS8,CS78,9.2 km,20 mins
CS8,CS79,8.4 km,24 mins
CS8,CS80,11.4 km,24 mins
CS8,CS81,8.1 km,23 mins
CS8,CS82,8.6 km,22 mins
CS8,CS83,8.8 km,23 mins
CS8,CS84,9.6 km,26 mins
CS8,CS85,10.0 km,27 mins
CS8,CS86,8.3 km,22 mins
CS8,CS87,10.4 km,26 mins
CS8,CS88,11.1 km,27 mins
CS8,CS89,11.0 km,29 mins
CS8,CS90,9.7 km,23 mins
CS8,CS91,11.3 km,27 mins
CS8,CS92,6.3 km,19 mins
CS8,CS93,4.8 km,13 mins
CS8,CS94,5.2 km,15 mins
CS8,CS95,5.9 km,18 mins
CS8,CS96,6.7 km,19 mins
CS8,CS97,5.0 km,15 mins
CS8,CS98,6.1 km,18 mins
CS8,CS99,5.7 km,18 mins
CS9,CS0,2.6 km,9 mins
CS9,CS1,0.9 km,2 mins
CS9,CS2,2.6 km,8 mins
CS9,CS3,1.5 km,4 mins
CS9,CS4,2.0 km,5 mins
CS9,CS5,3.4 km,10 mins
CS9,CS6,2.7 km,9 mins
CS9,CS7,1.9 km,6 mins
CS9,CS8,2.8 km,8 mins
CS9,CS10,1.8 km,5 mins
CS9,CS11,10.7 km,26 mins
CS9,CS12,11.6 km,25 mins
CS9,CS13,10.5 km,24 mins
CS9,CS14,12.1 km,26 mins
CS9,CS15,11.5 km,26 mins
CS9,CS16,4.7 km,15 mins
CS9,CS17,3.9 km,12 mins
CS9,CS18,4.1 km,12 mins
CS9,CS19,5.7 km,18 mins
CS9,CS20,4.9 km,12 mins
CS9,CS21,4.9 km,15 mins
CS9,CS22,5.5 km,15 mins
CS9,CS23,7.2 km,20 mins
CS9,CS24,5.7 km,18 mins
CS9,CS25,5.7 km,14 mins
CS9,CS26,8.3 km,20 mins
CS9,CS27,7.8 km,18 mins
CS9,CS28,11.8 km,27 mins
CS9,CS29,8.0 km,20 mins
CS9,CS30,8.8 km,23 mins
CS9,CS31,7.3 km,20 mins
CS9,CS32,9.3 km,22 mins
CS9,CS33,10.8 km,24 mins
CS9,CS34,8.4 km,19 mins
CS9,CS35,8.5 km,20 mins
CS9,CS36,8.6 km,21 mins
CS9,CS37,10.5 km,23 mins
CS9,CS38,7.7 km,19 mins
CS9,CS39,9.7 km,22 mins
CS9,CS40,8.2 km,22 mins
CS9,CS41,12.5 km,29 mins
CS9,CS42,11.0 km,28 mins
CS9,CS43,3.7 km,9 mins
CS9,CS44,5.2 km,11 mins
CS9,CS45,3.6 km,9 mins
CS9,CS46,5.0 km,11 mins
CS9,CS47,3.8 km,10 mins
CS9,CS48,3.9 km,10 mins
CS9,CS49,8.6 km,23 mins
CS9,CS50,9.0 km,24 mins
CS9,CS51,9.8 km,22 mins
CS9,CS52,9.4 km,23 mins
CS9,CS53,9.6 km,22 mins
CS9,CS54,9.1 km,23 mins
CS9,CS55,6.9 km,18 mins
CS9,CS56,7.8 km,19 mins
CS9,CS57,7.6 km,21 mins
CS9,CS58,9.0 km,23 mins
CS9,CS59,6.9 km,19 mins
CS9,CS60,7.2 km,20 mins
CS9,CS61,8.4 km,21 mins
CS9,CS62,9.1 km,23 mins
CS9,CS63,3.3 km,9 mins
CS9,CS64,4.2 km,12 mins
CS9,CS65,8.1 km,21 mins
CS9,CS66,8.6 km,23 mins
CS9,CS67,9.8 km,24 mins
CS9,CS68,9.7 km,24 mins
CS9,CS69,7.3 km,21 mins
CS9,CS70,9.9 km,26 mins
CS9,CS71,7.3 km,19 mins
CS9,CS72,8.7 km,23 mins
CS9,CS73,9.8 km,25 mins
CS9,CS74,10.5 km,26 mins
CS9,CS75,8.7 km,24 mins
CS9,CS76,5.8 km,12 mins
CS9,CS77,4.8 km,10 mins
CS9,CS78,6.6 km,14 mins
CS9,CS79,8.9 km,21 mins
CS9,CS80,8.8 km,19 mins
CS9,CS81,8.6 km,20 mins
CS9,CS82,8.5 km,17 mins
CS9,CS83,8.8 km,20 mins
CS9,CS84,9.5 km,23 mins
CS9,CS85,22.8 km,23 mins
CS9,CS86,8.3 km,19 mins
CS9,CS87,9.8 km,21 mins
CS9,CS88,25.5 km,25 mins
CS9,CS89,25.9 km,26 mins
CS9,CS90,10.3 km,23 mins
CS9,CS91,25.1 km,24 mins
CS9,CS92,7.7 km,17 mins
CS9,CS93,5.4 km,14 mins
CS9,CS94,5.8 km,15 mins
CS9,CS95,6.6 km,18 mins
CS9,CS96,7.1 km,17 mins
CS9,CS97,5.6 km,15 mins
CS9,CS98,7.5 km,17 mins
CS9,CS99,6.3 km,18 mins
CS10,CS0,0.9 km,5 mins
CS10,CS1,2.3 km,6 mins
CS10,CS2,1.7 km,6 mins
CS10,CS3,3.1 km,8 mins
CS10,CS4,1.6 km,5 mins
CS10,CS5,1.5 km,5 mins
CS10,CS6,1.0 km,5 mins
CS10,CS7,0.9 km,3 mins
CS10,CS8,1.8 km,5 mins
CS10,CS9,1.8 km,5 mins
CS10,CS11,8.7 km,22 mins
CS10,CS12,9.6 km,21 mins
CS10,CS13,8.5 km,19 mins
CS10,CS14,10.1 km,22 mins
CS10,CS15,9.5 km,22 mins
CS10,CS16,2.8 km,10 mins
CS10,CS17,2.0 km,7 mins
CS10,CS18,2.3 km,7 mins
CS10,CS19,3.8 km,14 mins
CS10,CS20,2.9 km,8 mins
CS10,CS21,3.1 km,10 mins
CS10,CS22,3.5 km,11 mins
CS10,CS23,5.2 km,15 mins
CS10,CS24,3.8 km,13 mins
CS10,CS25,3.7 km,10 mins
CS10,CS26,5.7 km,17 mins
CS10,CS27,4.7 km,14 mins
CS10,CS28,8.1 km,24 mins
CS10,CS29,6.0 km,15 mins
CS10,CS30,6.8 km,19 mins
CS10,CS31,5.3 km,16 mins
CS10,CS32,6.6 km,18 mins
CS10,CS33,7.4 km,21 mins
CS10,CS34,5.8 km,17 mins
CS10,CS35,5.4 km,17 mins
CS10,CS36,6.6 km,17 mins
CS10,CS37,7.9 km,21 mins
CS10,CS38,5.7 km,15 mins
CS10,CS39,6.4 km,19 mins
CS10,CS40,6.2 km,17 mins
CS10,CS41,10.5 km,25 mins
CS10,CS42,9.1 km,23 mins
CS10,CS43,1.8 km,5 mins
CS10,CS44,3.1 km,8 mins
CS10,CS45,1.7 km,5 mins
CS10,CS46,3.0 km,8 mins
CS10,CS47,2.0 km,6 mins
CS10,CS48,2.0 km,6 mins
CS10,CS49,6.7 km,19 mins
CS10,CS50,7.1 km,19 mins
CS10,CS51,7.8 km,18 mins
CS10,CS52,7.4 km,19 mins
CS10,CS53,7.6 km,18 mins
CS10,CS54,7.1 km,19 mins
CS10,CS55,4.9 km,14 mins
CS10,CS56,5.7 km,15 mins
CS10,CS57,5.6 km,17 mins
CS10,CS58,7.0 km,18 mins
CS10,CS59,4.9 km,14 mins
CS10,CS60,5.2 km,15 mins
CS10,CS61,6.4 km,17 mins
CS10,CS62,7.1 km,19 mins
CS10,CS63,4.2 km,10 mins
CS10,CS64,5.2 km,13 mins
CS10,CS65,6.1 km,17 mins
CS10,CS66,6.6 km,19 mins
CS10,CS67,7.7 km,20 mins
CS10,CS68,7.7 km,20 mins
CS10,CS69,5.4 km,16 mins
CS10,CS70,7.9 km,22 mins
CS10,CS71,5.2 km,14 mins
CS10,CS72,6.6 km,19 mins
CS10,CS73,7.8 km,20 mins
CS10,CS74,8.5 km,22 mins
CS10,CS75,6.9 km,20 mins
CS10,CS76,6.7 km,14 mins
CS10,CS77,5.7 km,11 mins
CS10,CS78,7.6 km,16 mins
CS10,CS79,7.0 km,20 mins
CS10,CS80,9.8 km,20 mins
CS10,CS81,6.7 km,19 mins
CS10,CS82,7.2 km,18 mins
CS10,CS83,7.4 km,19 mins
CS10,CS84,8.2 km,22 mins
CS10,CS85,8.6 km,22 mins
CS10,CS86,6.9 km,18 mins
CS10,CS87,9.0 km,22 mins
CS10,CS88,9.7 km,23 mins
CS10,CS89,9.6 km,25 mins
CS10,CS90,8.3 km,19 mins
CS10,CS91,10.0 km,23 mins
CS10,CS92,4.9 km,14 mins
CS10,CS93,3.4 km,9 mins
CS10,CS94,3.8 km,11 mins
CS10,CS95,4.5 km,14 mins
CS10,CS96,5.3 km,14 mins
CS10,CS97,3.6 km,11 mins
CS10,CS98,4.7 km,14 mins
CS10,CS99,4.3 km,14 mins
CS11,CS0,8.6 km,23 mins
CS11,CS1,11.1 km,26 mins
CS11,CS2,9.5 km,24 mins
CS11,CS3,12.0 km,29 mins
CS11,CS4,10.1 km,27 mins
CS11,CS5,8.1 km,21 mins
CS11,CS6,8.7 km,22 mins
CS11,CS7,9.2 km,24 mins
CS11,CS8,10.3 km,25 mins
CS11,CS9,10.7 km,26 mins
CS11,CS10,8.8 km,22 mins
CS11,CS12,1.6 km,4 mins
CS11,CS13,4.1 km,9 mins
CS11,CS14,4.2 km,12 mins
CS11,CS15,4.1 km,11 mins
CS11,CS16,8.0 km,24 mins
CS11,CS17,6.8 km,20 mins
CS11,CS18,6.8 km,19 mins
CS11,CS19,5.3 km,15 mins
CS11,CS20,6.6 km,18 mins
CS11,CS21,6.3 km,19 mins
CS11,CS22,7.0 km,20 mins
CS11,CS23,4.8 km,13 mins
CS11,CS24,4.8 km,13 mins
CS11,CS25,5.1 km,14 mins
CS11,CS26,6.2 km,17 mins
CS11,CS27,7.2 km,16 mins
CS11,CS28,6.8 km,17 mins
CS11,CS29,5.7 km,13 mins
CS11,CS30,4.4 km,11 mins
CS11,CS31,5.3 km,16 mins
CS11,CS32,5.0 km,15 mins
CS11,CS33,5.5 km,15 mins
CS11,CS34,6.4 km,17 mins
CS11,CS35,7.4 km,17 mins
CS11,CS36,3.4 km,10 mins
CS11,CS37,6.4 km,15 mins
CS11,CS38,5.4 km,12 mins
CS11,CS39,4.5 km,13 mins
CS11,CS40,5.1 km,14 mins
CS11,CS41,4.1 km,10 mins
CS11,CS42,4.5 km,10 mins
CS11,CS43,8.4 km,22 mins
CS11,CS44,8.8 km,22 mins
CS11,CS45,7.6 km,20 mins
CS11,CS46,8.7 km,22 mins
CS11,CS47,7.8 km,20 mins
CS11,CS48,7.7 km,20 mins
CS11,CS49,7.2 km,13 mins
CS11,CS50,7.3 km,13 mins
CS11,CS51,2.2 km,8 mins
CS11,CS52,1.6 km,5 mins
CS11,CS53,4.0 km,10 mins
CS11,CS54,2.1 km,6 mins
CS11,CS55,4.2 km,13 mins
CS11,CS56,3.3 km,10 mins
CS11,CS57,3.7 km,11 mins
CS11,CS58,1.9 km,5 mins
CS11,CS59,4.0 km,12 mins
CS11,CS60,3.4 km,9 mins
CS11,CS61,2.9 km,9 mins
CS11,CS62,1.8 km,5 mins
CS11,CS63,12.1 km,28 mins
CS11,CS64,13.0 km,32 mins
CS11,CS65,5.0 km,13 mins
CS11,CS66,4.7 km,13 mins
CS11,CS67,3.1 km,9 mins
CS11,CS68,2.8 km,8 mins
CS11,CS69,8.2 km,15 mins
CS11,CS70,3.9 km,11 mins
CS11,CS71,4.4 km,12 mins
CS11,CS72,4.8 km,13 mins
CS11,CS73,2.8 km,8 mins
CS11,CS74,3.7 km,10 mins
CS11,CS75,5.0 km,13 mins
CS11,CS76,8.9 km,24 mins
CS11,CS77,10.8 km,26 mins
CS11,CS78,8.8 km,24 mins
CS11,CS79,5.9 km,17 mins
CS11,CS80,7.8 km,22 mins
CS11,CS81,6.2 km,17 mins
CS11,CS82,6.9 km,19 mins
CS11,CS83,6.9 km,20 mins
CS11,CS84,8.3 km,19 mins
CS11,CS85,6.9 km,16 mins
CS11,CS86,6.6 km,19 mins
CS11,CS87,10.0 km,22 mins
CS11,CS88,5.6 km,13 mins
CS11,CS89,6.3 km,15 mins
CS11,CS90,4.2 km,10 mins
CS11,CS91,5.9 km,13 mins
CS11,CS92,7.4 km,18 mins
CS11,CS93,7.1 km,19 mins
CS11,CS94,5.3 km,14 mins
CS11,CS95,7.1 km,21 mins
CS11,CS96,8.5 km,21 mins
CS11,CS97,6.1 km,17 mins
CS11,CS98,7.3 km,20 mins
CS11,CS99,6.5 km,19 mins
CS12,CS0,9.4 km,21 mins
CS12,CS1,11.9 km,25 mins
CS12,CS2,10.3 km,22 mins
CS12,CS3,12.8 km,28 mins
CS12,CS4,10.9 km,25 mins
CS12,CS5,9.0 km,19 mins
CS12,CS6,9.5 km,21 mins
CS12,CS7,10.0 km,23 mins
CS12,CS8,11.1 km,24 mins
CS12,CS9,11.5 km,25 mins
CS12,CS10,9.6 km,21 mins
CS12,CS11,1.6 km,4 mins
CS12,CS13,3.4 km,7 mins
CS12,CS14,3.3 km,8 mins
CS12,CS15,3.5 km,8 mins
CS12,CS16,8.3 km,24 mins
CS12,CS17,7.1 km,20 mins
CS12,CS18,7.1 km,20 mins
CS12,CS19,5.6 km,15 mins
CS12,CS20,7.4 km,16 mins
CS12,CS21,6.6 km,19 mins
CS12,CS22,7.8 km,19 mins
CS12,CS23,5.1 km,13 mins
CS12,CS24,5.1 km,13 mins
CS12,CS25,5.4 km,14 mins
CS12,CS26,6.9 km,17 mins
CS12,CS27,6.5 km,14 mins
CS12,CS28,6.2 km,14 mins
CS12,CS29,5.1 km,11 mins
CS12,CS30,3.8 km,8 mins
CS12,CS31,6.2 km,14 mins
CS12,CS32,5.7 km,13 mins
CS12,CS33,5.9 km,13 mins
CS12,CS34,6.7 km,15 mins
CS12,CS35,6.7 km,15 mins
CS12,CS36,4.1 km,10 mins
CS12,CS37,5.7 km,13 mins
CS12,CS38,4.8 km,10 mins
CS12,CS39,5.2 km,13 mins
CS12,CS40,5.4 km,14 mins
CS12,CS41,3.2 km,8 mins
CS12,CS42,3.6 km,7 mins
CS12,CS43,9.2 km,20 mins
CS12,CS44,9.6 km,21 mins
CS12,CS45,8.4 km,18 mins
CS12,CS46,9.5 km,20 mins
CS12,CS47,8.6 km,19 mins
CS12,CS48,8.5 km,19 mins
CS12,CS49,6.2 km,11 mins
CS12,CS50,6.3 km,11 mins
CS12,CS51,2.0 km,6 mins
CS12,CS52,1.7 km,5 mins
CS12,CS53,3.3 km,8 mins
CS12,CS54,2.4 km,6 mins
CS12,CS55,4.5 km,13 mins
CS12,CS56,4.6 km,10 mins
CS12,CS57,4.0 km,11 mins
CS12,CS58,2.2 km,6 mins
CS12,CS59,4.3 km,12 mins
CS12,CS60,3.7 km,10 mins
CS12,CS61,3.2 km,10 mins
CS12,CS62,2.1 km,5 mins
CS12,CS63,12.9 km,27 mins
CS12,CS64,13.8 km,30 mins
CS12,CS65,5.3 km,14 mins
CS12,CS66,5.2 km,13 mins
CS12,CS67,3.2 km,8 mins
CS12,CS68,3.0 km,7 mins
CS12,CS69,7.3 km,13 mins
CS12,CS70,4.9 km,11 mins
CS12,CS71,4.7 km,12 mins
CS12,CS72,5.5 km,13 mins
CS12,CS73,2.8 km,6 mins
CS12,CS74,4.0 km,10 mins
CS12,CS75,6.1 km,11 mins
CS12,CS76,9.3 km,23 mins
CS12,CS77,10.6 km,25 mins
CS12,CS78,11.2 km,23 mins
CS12,CS79,6.7 km,17 mins
CS12,CS80,8.6 km,23 mins
CS12,CS81,6.9 km,18 mins
CS12,CS82,7.6 km,20 mins
CS12,CS83,7.6 km,20 mins
CS12,CS84,7.6 km,17 mins
CS12,CS85,6.2 km,14 mins
CS12,CS86,7.4 km,19 mins
CS12,CS87,9.3 km,20 mins
CS12,CS88,5.0 km,11 mins
CS12,CS89,5.6 km,13 mins
CS12,CS90,3.6 km,8 mins
CS12,CS91,5.2 km,11 mins
CS12,CS92,6.7 km,16 mins
CS12,CS93,7.9 km,17 mins
CS12,CS94,6.2 km,13 mins
CS12,CS95,8.0 km,19 mins
CS12,CS96,7.9 km,19 mins
CS12,CS97,6.9 km,15 mins
CS12,CS98,7.6 km,18 mins
CS12,CS99,7.2 km,17 mins
CS13,CS0,8.6 km,19 mins
CS13,CS1,11.1 km,23 mins
CS13,CS2,9.5 km,20 mins
CS13,CS3,12.0 km,26 mins
CS13,CS4,10.1 km,23 mins
CS13,CS5,8.2 km,17 mins
CS13,CS6,8.7 km,19 mins
CS13,CS7,9.2 km,21 mins
CS13,CS8,10.3 km,22 mins
CS13,CS9,10.7 km,22 mins
CS13,CS10,8.8 km,19 mins
CS13,CS11,4.1 km,9 mins
CS13,CS12,3.5 km,7 mins
CS13,CS14,1.7 km,6 mins
CS13,CS15,1.0 km,3 mins
CS13,CS16,9.5 km,22 mins
CS13,CS17,7.9 km,18 mins
CS13,CS18,7.9 km,18 mins
CS13,CS19,7.9 km,18 mins
CS13,CS20,6.6 km,14 mins
CS13,CS21,8.2 km,19 mins
CS13,CS22,7.0 km,16 mins
CS13,CS23,7.2 km,16 mins
CS13,CS24,7.4 km,16 mins
CS13,CS25,5.6 km,12 mins
CS13,CS26,4.9 km,13 mins
CS13,CS27,5.7 km,12 mins
CS13,CS28,3.8 km,10 mins
CS13,CS29,4.3 km,9 mins
CS13,CS30,1.4 km,4 mins
CS13,CS31,5.4 km,12 mins
CS13,CS32,4.9 km,11 mins
CS13,CS33,3.5 km,9 mins
CS13,CS34,5.9 km,13 mins
CS13,CS35,5.9 km,13 mins
CS13,CS36,2.6 km,8 mins
CS13,CS37,3.3 km,8 mins
CS13,CS38,4.0 km,8 mins
CS13,CS39,3.2 km,9 mins
CS13,CS40,7.7 km,17 mins
CS13,CS41,6.1 km,14 mins
CS13,CS42,6.5 km,14 mins
CS13,CS43,8.4 km,18 mins
CS13,CS44,8.8 km,19 mins
CS13,CS45,7.6 km,16 mins
CS13,CS46,8.7 km,18 mins
CS13,CS47,7.8 km,17 mins
CS13,CS48,7.7 km,17 mins
CS13,CS49,9.2 km,17 mins
CS13,CS50,9.3 km,17 mins
CS13,CS51,2.2 km,6 mins
CS13,CS52,3.0 km,8 mins
CS13,CS53,1.3 km,4 mins
CS13,CS54,3.9 km,11 mins
CS13,CS55,5.1 km,11 mins
CS13,CS56,3.8 km,8 mins
CS13,CS57,4.4 km,14 mins
CS13,CS58,4.6 km,11 mins
CS13,CS59,6.6 km,15 mins
CS13,CS60,6.2 km,14 mins
CS13,CS61,3.1 km,9 mins
CS13,CS62,4.5 km,10 mins
CS13,CS63,12.1 km,25 mins
CS13,CS64,24.2 km,26 mins
CS13,CS65,7.6 km,16 mins
CS13,CS66,7.5 km,18 mins
CS13,CS67,6.2 km,14 mins
CS13,CS68,5.9 km,13 mins
CS13,CS69,10.2 km,19 mins
CS13,CS70,6.7 km,17 mins
CS13,CS71,6.9 km,15 mins
CS13,CS72,8.0 km,18 mins
CS13,CS73,5.8 km,12 mins
CS13,CS74,6.4 km,16 mins
CS13,CS75,9.0 km,17 mins
CS13,CS76,9.6 km,21 mins
CS13,CS77,10.8 km,23 mins
CS13,CS78,8.8 km,19 mins
CS13,CS79,4.6 km,13 mins
CS13,CS80,6.6 km,19 mins
CS13,CS81,4.9 km,14 mins
CS13,CS82,5.6 km,16 mins
CS13,CS83,7.2 km,16 mins
CS13,CS84,5.2 km,13 mins
CS13,CS85,3.8 km,9 mins
CS13,CS86,5.3 km,16 mins
CS13,CS87,6.9 km,16 mins
CS13,CS88,1.7 km,5 mins
CS13,CS89,2.9 km,7 mins
CS13,CS90,1.4 km,3 mins
CS13,CS91,1.8 km,4 mins
CS13,CS92,5.9 km,14 mins
CS13,CS93,7.1 km,15 mins
CS13,CS94,5.4 km,11 mins
CS13,CS95,7.2 km,17 mins
CS13,CS96,7.1 km,17 mins
CS13,CS97,6.1 km,13 mins
CS13,CS98,6.8 km,16 mins
CS13,CS99,6.4 km,15 mins
CS14,CS0,9.2 km,21 mins
CS14,CS1,11.8 km,25 mins
CS14,CS2,10.1 km,22 mins
CS14,CS3,12.7 km,28 mins
CS14,CS4,10.8 km,25 mins
CS14,CS5,8.8 km,19 mins
CS14,CS6,9.4 km,21 mins
CS14,CS7,9.8 km,23 mins
CS14,CS8,11.0 km,24 mins
CS14,CS9,11.4 km,24 mins
CS14,CS10,9.5 km,20 mins
CS14,CS11,4.0 km,11 mins
CS14,CS12,3.5 km,8 mins
CS14,CS13,2.6 km,6 mins
CS14,CS15,0.7 km,3 mins
CS14,CS16,10.2 km,24 mins
CS14,CS17,8.5 km,20 mins
CS14,CS18,8.5 km,19 mins
CS14,CS19,8.5 km,20 mins
CS14,CS20,7.3 km,16 mins
CS14,CS21,8.9 km,21 mins
CS14,CS22,7.7 km,18 mins
CS14,CS23,7.8 km,18 mins
CS14,CS24,8.0 km,17 mins
CS14,CS25,6.2 km,14 mins
CS14,CS26,6.8 km,17 mins
CS14,CS27,6.4 km,14 mins
CS14,CS28,6.0 km,14 mins
CS14,CS29,4.9 km,10 mins
CS14,CS30,3.6 km,8 mins
CS14,CS31,6.0 km,13 mins
CS14,CS32,5.6 km,13 mins
CS14,CS33,5.8 km,13 mins
CS14,CS34,6.5 km,15 mins
CS14,CS35,6.6 km,15 mins
CS14,CS36,3.9 km,10 mins
CS14,CS37,5.6 km,12 mins
CS14,CS38,4.6 km,10 mins
CS14,CS39,5.1 km,13 mins
CS14,CS40,8.3 km,19 mins
CS14,CS41,6.4 km,15 mins
CS14,CS42,6.8 km,15 mins
CS14,CS43,9.1 km,20 mins
CS14,CS44,9.4 km,21 mins
CS14,CS45,8.2 km,18 mins
CS14,CS46,9.3 km,20 mins
CS14,CS47,8.5 km,19 mins
CS14,CS48,8.4 km,18 mins
CS14,CS49,9.5 km,18 mins
CS14,CS50,9.6 km,18 mins
CS14,CS51,3.2 km,8 mins
CS14,CS52,2.9 km,10 mins
CS14,CS53,3.2 km,8 mins
CS14,CS54,4.6 km,13 mins
CS14,CS55,5.8 km,13 mins
CS14,CS56,4.4 km,10 mins
CS14,CS57,5.3 km,16 mins
CS14,CS58,4.6 km,13 mins
CS14,CS59,7.2 km,17 mins
CS14,CS60,6.8 km,16 mins
CS14,CS61,4.1 km,11 mins
CS14,CS62,4.4 km,12 mins
CS14,CS63,12.7 km,26 mins
CS14,CS64,25.6 km,27 mins
CS14,CS65,8.2 km,18 mins
CS14,CS66,8.1 km,20 mins
CS14,CS67,6.1 km,16 mins
CS14,CS68,5.9 km,15 mins
CS14,CS69,10.5 km,20 mins
CS14,CS70,6.6 km,18 mins
CS14,CS71,7.6 km,17 mins
CS14,CS72,8.6 km,20 mins
CS14,CS73,5.8 km,14 mins
CS14,CS74,6.3 km,18 mins
CS14,CS75,9.3 km,18 mins
CS14,CS76,9.1 km,22 mins
CS14,CS77,10.4 km,25 mins
CS14,CS78,11.1 km,23 mins
CS14,CS79,6.5 km,17 mins
CS14,CS80,8.4 km,22 mins
CS14,CS81,6.7 km,17 mins
CS14,CS82,7.5 km,19 mins
CS14,CS83,7.4 km,20 mins
CS14,CS84,7.5 km,17 mins
CS14,CS85,6.1 km,13 mins
